Name,Type,Ownership,State,City,Website,Accreditation Status,Email,Phone,Address,Source URL,License
University of Benin,university,federal,Unknown,Unknown,https://myschoolgist.com/ng/uniben-courses/,accredited,,,,https://myschoolgist.com/ng/federal-universities-in-nigeria/,CC-BY-NC-SA
University of Calabar,university,federal,Unknown,Unknown,https://myschoolgist.com/ng/unical-courses/,accredited,,,,https://myschoolgist.com/ng/federal-universities-in-nigeria/,CC-BY-NC-SA
University of Calabar,university,federal,Cross River,Calabar,https://unical.edu.ng,Accredited,info@unical.edu.ng,,,https://nuc.edu.ng,
"University of Fortune, Igbotako, Ondo State",university,private,Ondo,Igbotako,,accredited,,,,https://myschoolgist.com/ng/private-universities-in-nigeria/,CC-BY-NC-SA
"University of Health Technology, Otukpo Benue State",university,federal,Benue,Otukpo Benue State,,accredited,,,,https://myschoolgist.com/ng/federal-universities-in-nigeria/,CC-BY-NC-SA
University of Ibadan,university,federal,Unknown,Unknown,https://myschoolgist.com/ng/ui-courses/,accredited,,,,https://myschoolgist.com/ng/federal-universities-in-nigeria/,CC-BY-NC-SA
University of Ibadan,university,federal,Oyo,Ibadan,https://ui.edu.ng,Accredited,info@ui.edu.ng,,,https://nuc.edu.ng,
University of Ilorin,university,federal,Unknown,Unknown,https://myschoolgist.com/ng/unilorin-courses/,accredited,,,,https://myschoolgist.com/ng/federal-universities-in-nigeria/,CC-BY-NC-SA
University of Ilorin,university,federal,Kwara,Ilorin,https://unilorin.edu.ng,Accredited,info@unilorin.edu.ng,,,https://nuc.edu.ng,
University of Jos,university,federal,Plateau,Jos,https://unijos.edu.ng,Accredited,info@unijos.edu.ng,,,https://nuc.edu.ng,
University of Jos,university,federal,Unknown,Unknown,https://myschoolgist.com/ng/unijos-courses/,accredited,,,,https://myschoolgist.com/ng/federal-universities-in-nigeria/,CC-BY-NC-SA
University of Lagos,university,federal,Lagos,Unknown,https://myschoolgist.com/ng/unilag-courses/,accredited,info@unilag.edu.ng,+234-123-456-7890,,https://myschoolgist.com/ng/federal-universities-in-nigeria/,CC-BY-NC-SA
University of Maiduguri,university,federal,Unknown,Unknown,https://myschoolgist.com/ng/unimaid-courses/,accredited,,,,https://myschoolgist.com/ng/federal-universities-in-nigeria/,CC-BY-NC-SA
University of Maiduguri,university,federal,Borno,Maiduguri,https://unimaid.edu.ng,Accredited,info@unimaid.edu.ng,,,https://nuc.edu.ng,
"University of Maritime Studies, Oron, Akwa Ibom State",university,federal,Akwa Ibom,Oron,,accredited,,,,https://myschoolgist.com/ng/federal-universities-in-nigeria/,CC-BY-NC-SA
"University of Mkar, Mkar",university,private,Unknown,Mkar,https://myschoolgist.com/ng/list-of-available-courses-in-university-of-mkar/,accredited,,,,https://myschoolgist.com/ng/private-universities-in-nigeria/,CC-BY-NC-SA
"University of Nigeria, Nsukka",university,federal,Enugu,Nsukka,https://unn.edu.ng,Accredited,info@unn.edu.ng,,,https://nuc.edu.ng,
"University of Nigeria, Nsukka",university,federal,Niger,Nsukka,https://myschoolgist.com/ng/unn-courses/,accredited,,,,https://myschoolgist.com/ng/federal-universities-in-nigeria/,CC-BY-NC-SA
"University of Offa, Kwara State",university,private,Kwara,Kwara State,,accredited,,,,https://myschoolgist.com/ng/private-universities-in-nigeria/,CC-BY-NC-SA
University of Port Harcourt,university,federal,Rivers,Port Harcourt,https://uniport.edu.ng,Accredited,info@uniport.edu.ng,,,https://nuc.edu.ng,
University of Port-Harcourt,university,federal,Unknown,Unknown,https://myschoolgist.com/ng/uniport-courses/,accredited,,,,https://myschoolgist.com/ng/federal-universities-in-nigeria/,CC-BY-NC-SA
University of Uyo,university,federal,Unknown,Unknown,https://myschoolgist.com/ng/uniuyo-courses/,accredited,,,,https://myschoolgist.com/ng/federal-universities-in-nigeria/,CC-BY-NC-SA
"University on the Niger, Umunya, Anambra state",university,private,Anambra,Umunya,,accredited,,,,https://myschoolgist.com/ng/private-universities-in-nigeria/,CC-BY-NC-SA
Usumanu Danfodiyo University,university,federal,Unknown,Unknown,https://myschoolgist.com/ng/udusok-courses/,accredited,,,,https://myschoolgist.com/ng/federal-universities-in-nigeria/,CC-BY-NC-SA
"Venite University, Iloro-Ekiti, Ekiti State",university,private,Ekiti,Iloro,,accredited,,,,https://myschoolgist.com/ng/private-universities-in-nigeria/,CC-BY-NC-SA
Veritas University,university,private,Unknown,Unknown,https://myschoolgist.com/ng/list-of-available-courses-in-veritas-university/,accredited,,,,https://myschoolgist.com/ng/private-universities-in-nigeria/,CC-BY-NC-SA
"Vision University, Ikogbo, Ogun State",university,private,Ogun,Ikogbo,,accredited,,,,https://myschoolgist.com/ng/private-universities-in-nigeria/,CC-BY-NC-SA
"Wellspring University, Evbuobanosa – Edo State",university,private,Edo,Evbuobanosa,https://myschoolgist.com/ng/wellspring-university-courses/,accredited,,,,https://myschoolgist.com/ng/private-universities-in-nigeria/,CC-BY-NC-SA
"Wesley University. of Science & Technology, Ondo",university,private,Ondo,Unknown,https://myschoolgist.com/ng/list-of-available-courses-in-wesley-university-ondo/,accredited,,,,https://myschoolgist.com/ng/private-universities-in-nigeria/,CC-BY-NC-SA
"Western Delta University, Oghara Delta State",university,private,Delta,Oghara Delta State,https://myschoolgist.com/ng/western-delta-university-courses/,accredited,,,,https://myschoolgist.com/ng/private-universities-in-nigeria/,CC-BY-NC-SA
"Westland University Iwo, Osun State",university,private,Osun,Osun State,https://myschoolgist.com/ng/westland-university-courses/,accredited,,,,https://myschoolgist.com/ng/private-universities-in-nigeria/,CC-BY-NC-SA
"West Midlands Open University, Ibadan, Oyo State",university,private,Oyo,Ibadan,,accredited,,,,https://myschoolgist.com/ng/private-universities-in-nigeria/,CC-BY-NC-SA
"Wigwe University, Isiokpo Rivers State",university,private,Rivers,Isiokpo Rivers State,,accredited,,,,https://myschoolgist.com/ng/private-universities-in-nigeria/,CC-BY-NC-SA
"Abdu Gusau Polytechnic, Talata Mafara",polytechnic,federal,Unknown,Talata Mafara,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Abdu Gusau Polytechnic, Talata Mafara",polytechnic,federal,Unknown,Talata Mafara,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Abdu Gusau Polytechnic, Talata Mafara",polytechnic,federal,Unknown,Talata Mafara,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Abia State Polytechnic, Aba",polytechnic,federal,Abia,Aba,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Abraham Adesanya Polytechnic, Ijebu-Igbo",polytechnic,federal,Unknown,Ijebu,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Abraham Adesanya Polytechnic, Ijebu-Igbo",polytechnic,federal,Unknown,Ijebu,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Abraham Adesanya Polytechnic, Ijebu-Igbo",polytechnic,federal,Unknown,Ijebu,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Abubakar Tatari Ali Polytechnic, Bauchi",polytechnic,federal,Bauchi,Unknown,https://www.atapb.com,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Adamawa State Polytechnic, Yola",polytechnic,federal,Adamawa,Yola,https://www.aspy.com,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Adeseun Ogundoyin Polytechnic, Eruwa",polytechnic,federal,Ogun,Polytechnic,https://aope.edu.ng,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Air Force Institute of Technology (AFIT), Airforce Base, Kaduna",polytechnic,federal,Kaduna,Airforce Base,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Ajayi Polytechnic, Ara-Ekiti",polytechnic,federal,Ekiti,Ara,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Akanu Ibiam Federal Polytechnic, Unwana-Afikpo",polytechnic,federal,Unknown,Unwana,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Akanu Ibiam Federal Polytechnic, Unwana-Afikpo",polytechnic,federal,Unknown,Unwana,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Akanu Ibiam Federal Polytechnic, Unwana-Afikpo",polytechnic,federal,Unknown,Unwana,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Akwa Ibom State College of Arts & Science, Nung Ukim",polytechnic,federal,Akwa Ibom,Nung Ukim,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Akwa Ibom State Polytechnic, Ikot Osurua",polytechnic,federal,Akwa Ibom,Ikot Osurua,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Al-Hikma Polytechnic, Karu",polytechnic,federal,Unknown,Karu,https://www.apk.com,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Al-Hikma Polytechnic, Karu",polytechnic,federal,Unknown,Karu,https://www.apk.com,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Al-Hikma Polytechnic, Karu",polytechnic,federal,Unknown,Karu,https://www.apk.com,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Allover Central Polytechnic, Sango-Ota",polytechnic,federal,Unknown,Sango,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Allover Central Polytechnic, Sango-Ota",polytechnic,federal,Unknown,Sango,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Allover Central Polytechnic, Sango-Ota",polytechnic,federal,Unknown,Sango,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Anambra State Polytechnic, Mgbakwu",polytechnic,federal,Anambra,Mgbakwu,https://www.aspm.com,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Ashi Polytechnic, Anyin",polytechnic,federal,Unknown,Anyin,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Ashi Polytechnic, Anyin",polytechnic,federal,Unknown,Anyin,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Ashi Polytechnic, Anyin",polytechnic,federal,Unknown,Anyin,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Auchi Polytechnic, Auchi",polytechnic,federal,Unknown,Auchi,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Auchi Polytechnic, Auchi",polytechnic,federal,Unknown,Auchi,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Auchi Polytechnic, Auchi",polytechnic,federal,Unknown,Auchi,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Audu Bako College of Agriculture, Dambatta (ABCOAD) Gets NBTE Accreditation for 12 programmes",polytechnic,federal,Unknown,Dambatta,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Audu Bako College of Agriculture, Dambatta (ABCOAD) Gets NBTE Accreditation for 12 programmes",polytechnic,federal,Unknown,Dambatta,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Audu Bako College of Agriculture, Dambatta (ABCOAD) Gets NBTE Accreditation for 12 programmes",polytechnic,federal,Unknown,Dambatta,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Bayelsa State Polytechnic, Aleibiri, Bayelsa",polytechnic,federal,Bayelsa,Aleibiri,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Bellarks Polytechnic, Kwale",polytechnic,federal,Unknown,Kwale,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Bellarks Polytechnic, Kwale",polytechnic,federal,Unknown,Kwale,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Bellarks Polytechnic, Kwale",polytechnic,federal,Unknown,Kwale,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Benue State Polytechnic, Ugbokolo",polytechnic,federal,Benue,Ugbokolo,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Best Solution Polytechnic, Akure",polytechnic,federal,Unknown,Akure,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Best Solution Polytechnic, Akure",polytechnic,federal,Unknown,Akure,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Best Solution Polytechnic, Akure",polytechnic,federal,Unknown,Akure,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Binyaminu Usman Polytechnic, Hadejia",polytechnic,federal,Unknown,Hadejia,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Binyaminu Usman Polytechnic, Hadejia",polytechnic,federal,Unknown,Hadejia,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Binyaminu Usman Polytechnic, Hadejia",polytechnic,federal,Unknown,Hadejia,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Bolmor Polytechnic, Ibadan",polytechnic,federal,Unknown,Ibadan,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Bolmor Polytechnic, Ibadan",polytechnic,federal,Unknown,Ibadan,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Bolmor Polytechnic, Ibadan",polytechnic,federal,Unknown,Ibadan,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Brainfill Polytechnic, Ikot-Ekpene",polytechnic,federal,Unknown,Ikot,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Brainfill Polytechnic, Ikot-Ekpene",polytechnic,federal,Unknown,Ikot,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Brainfill Polytechnic, Ikot-Ekpene",polytechnic,federal,Unknown,Ikot,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"British Transatlantic Polytechnic, Akure",polytechnic,federal,Unknown,Akure,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"British Transatlantic Polytechnic, Akure",polytechnic,federal,Unknown,Akure,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"British Transatlantic Polytechnic, Akure",polytechnic,federal,Unknown,Akure,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
Broadcast Arts Institute (BAI) Admission Form for 2025/2026 Academic Session,polytechnic,federal,Unknown,Unknown,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
Broadcast Arts Institute (BAI) Admission Form for 2025/2026 Academic Session,polytechnic,federal,Unknown,Unknown,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
Broadcast Arts Institute (BAI) Admission Form for 2025/2026 Academic Session,polytechnic,federal,Unknown,Unknown,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Calvary Polytechnic, Owo-Oyibu, Delta State",polytechnic,federal,Delta,Owo,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Citi Polytechnic, Abuja",polytechnic,federal,Abuja,Unknown,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Coastal Polytechnic, Badagry",polytechnic,federal,Unknown,Badagry,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Coastal Polytechnic, Badagry",polytechnic,federal,Unknown,Badagry,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Coastal Polytechnic, Badagry",polytechnic,federal,Unknown,Badagry,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"College of Administration, Management And Technology, Potiskum",polytechnic,federal,Unknown,Management And Technology,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"College of Administration, Management And Technology, Potiskum",polytechnic,federal,Unknown,Management And Technology,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"College of Administration, Management And Technology, Potiskum",polytechnic,federal,Unknown,Management And Technology,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"College of Agriculture, Science And Technology, Gujba",polytechnic,federal,Unknown,Science And Technology,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"College of Agriculture, Science And Technology, Gujba",polytechnic,federal,Unknown,Science And Technology,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"College of Agriculture, Science And Technology, Gujba",polytechnic,federal,Unknown,Science And Technology,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"College of Agriculture, Science and Technology, Lafia",polytechnic,federal,Unknown,Science and Technology,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"College of Agriculture, Science and Technology, Lafia",polytechnic,federal,Unknown,Science and Technology,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"College of Agriculture, Science and Technology, Lafia",polytechnic,federal,Unknown,Science and Technology,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
Colleges of Education,polytechnic,federal,Unknown,Unknown,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Covenant Polytechnic, Aba",polytechnic,federal,Unknown,Aba,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Covenant Polytechnic, Aba",polytechnic,federal,Unknown,Aba,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Covenant Polytechnic, Aba",polytechnic,federal,Unknown,Aba,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Cross River Institute of Technology And Management, Ugep",polytechnic,federal,Cross River,Ugep,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Crown Polytechnic, Ado-Ekiti",polytechnic,federal,Ekiti,Ado,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Delta State Polytechnic, Ogwashi-Uku",polytechnic,federal,Delta,Ogwashi,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Delta State Polytechnic, Otefe-Oghara",polytechnic,federal,Delta,Otefe,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Delta State Polytechnic, Ozoro, Delta State (Now Delta State University of Science And Technology)",polytechnic,federal,Delta,Ozoro,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Delta State School of Marine Technology, Burutu",polytechnic,federal,Delta,Burutu,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Distinct Polytechnic, Ekosin",polytechnic,federal,Unknown,Ekosin,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Distinct Polytechnic, Ekosin",polytechnic,federal,Unknown,Ekosin,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Distinct Polytechnic, Ekosin",polytechnic,federal,Unknown,Ekosin,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
Dorben Polytechnic Bwari,polytechnic,federal,Unknown,Unknown,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
Dorben Polytechnic Bwari,polytechnic,federal,Unknown,Unknown,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
Dorben Polytechnic Bwari,polytechnic,federal,Unknown,Unknown,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"D.S. Adegbenro ICT Polytechnic, Itori-Ewekoro",polytechnic,federal,Unknown,Itori,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"D.S. Adegbenro ICT Polytechnic, Itori-Ewekoro",polytechnic,federal,Unknown,Itori,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"D.S. Adegbenro ICT Polytechnic, Itori-Ewekoro",polytechnic,federal,Unknown,Itori,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Eastern Polytechnic, Port Harcourt",polytechnic,federal,Unknown,Port Harcourt,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Eastern Polytechnic, Port Harcourt",polytechnic,federal,Unknown,Port Harcourt,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Eastern Polytechnic, Port Harcourt",polytechnic,federal,Unknown,Port Harcourt,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Edo State Polytechnic, Usen",polytechnic,federal,Edo,Usen,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
Ekiti City Polytechnic Omuo-Ekiti,polytechnic,federal,Ekiti,Unknown,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Ekiti State College of Agriculture And Technology, Isan-Ekiti",polytechnic,federal,Ekiti,Isan,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Enugu State Polytechnic, Iwollo",polytechnic,federal,Enugu,Iwollo,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Enville Institute of Management and Technology, Ikeja",polytechnic,federal,Unknown,Ikeja,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Enville Institute of Management and Technology, Ikeja",polytechnic,federal,Unknown,Ikeja,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Enville Institute of Management and Technology, Ikeja",polytechnic,federal,Unknown,Ikeja,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Federal Polytechnic, Ado-Ekiti",polytechnic,federal,Ekiti,Ado,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Federal Polytechnic, Ayede",polytechnic,federal,Unknown,Ayede,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Federal Polytechnic, Ayede",polytechnic,federal,Unknown,Ayede,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Federal Polytechnic, Ayede",polytechnic,federal,Unknown,Ayede,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Federal Polytechnic, Bali",polytechnic,federal,Unknown,Bali,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Federal Polytechnic, Bali",polytechnic,federal,Unknown,Bali,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Federal Polytechnic, Bali",polytechnic,federal,Unknown,Bali,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Federal Polytechnic, Bauchi",polytechnic,federal,Bauchi,Unknown,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Federal Polytechnic, Bida",polytechnic,federal,Unknown,Bida,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Federal Polytechnic, Bida",polytechnic,federal,Unknown,Bida,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Federal Polytechnic, Bida",polytechnic,federal,Unknown,Bida,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Federal Polytechnic, Damaturu",polytechnic,federal,Unknown,Damaturu,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
"Federal Polytechnic, Damaturu",polytechnic,federal,Unknown,Damaturu,,accredited,,,,https://myschoolgist.com/ng/list-of-accredited-polytechnics-in-nigeria/,CC-BY-NC-SA
